	disease	gene	class	score
16511	MESH:D006509	5742	0	0.03764235078914293
866	MESH:D007680	158584	1	0.03760375380397031
16227	MESH:D010024	4285	0	0.0375958034152009
17926	MESH:D005922	2911	0	0.037583926905181836
17293	MESH:D017202	7976	0	0.03757575175520248
11563	MESH:D000740	617	1	0.03757247112719541
18499	MESH:D013274	91608	0	0.037551804240766866
4829	MESH:D003924	4143	1	0.03754656026473768
1309	MESH:D001943	90	1	0.03753452866537122
11733	MESH:D000740	8128	1	0.03750427009767954
7039	MESH:D001249	4914	1	0.037448754697187864
5813	MESH:D017202	6139	1	0.03741179670874092
1825	MESH:D001943	92483	1	0.0373669730365171
21729	MESH:D001321	162681	0	0.03735512098836682
3737	MESH:D005134	3065	1	0.03735154027973776
19511	MESH:D004827	140	0	0.03734286701385337
11867	MESH:D017202	2767	0	0.037335527027770016
21311	MESH:D008268	8767	0	0.037332666502955004
14652	MESH:D050197	898	0	0.037332275855363216
20324	MESH:D017202	1029	0	0.0372370723589511
17564	MESH:D017202	1029	0	0.0372370723589511
13402	MESH:D001471	55619	0	0.03722546653577938
12979	MESH:D010524	581	0	0.0372234454450433
19228	MESH:D005901	949	0	0.037220576949355766
21673	MESH:D005922	2520	0	0.03721385021318771
8794	MESH:D002532	1508	1	0.0372115052119144
12656	MESH:D004827	10576	0	0.03720777011559985
21064	MESH:D001172	23294	0	0.03716072663482982
19689	MESH:D001321	308	0	0.03715091359692251
9749	MESH:D005922	54107	1	0.03711706988938236
12520	MESH:D017544	858	0	0.03711190561647544
16746	MESH:D004827	805	0	0.03710375438159078
22197	MESH:D000163	7444	0	0.03709928929773239
12327	MESH:D012148	718	0	0.037077988548875083
10507	MESH:D007676	5020	1	0.03706212027212153
8408	MESH:D006973	3576	1	0.037057524107555063
13293	MESH:D001714	120224	0	0.03704917973041856
21561	MESH:D009765	79932	0	0.03703727885613189
14279	MESH:D000740	2580	0	0.037026206837943686
3395	MESH:D010524	546	1	0.03701796527564544
17702	MESH:D008113	364	0	0.036986863230304215
19182	MESH:D010300	5918	0	0.03693972977727706
21128	MESH:D010300	27346	0	0.03693470590770413
17729	MESH:D015210	4683	0	0.036930616031048656
3621	MESH:D008113	116966	1	0.03688937391988127
14760	MESH:D007676	9968	0	0.0368783547925509
15684	MESH:D050197	6049	0	0.03687789133943226
5488	MESH:D001172	122618	1	0.03687070490391377
19365	MESH:D010051	374955	0	0.03682859241989673
18846	MESH:D009765	836	0	0.036812102974304886
15019	MESH:D009765	836	0	0.036812102974304886
4540	MESH:D003424	80315	1	0.036811155790605815
12518	MESH:D007676	64084	0	0.0367924894780509
20666	MESH:D006973	6608	0	0.03679099600212355
18519	MESH:D001249	830	0	0.036751619028082175
15414	MESH:D004827	286753	0	0.03674808825413182
15976	MESH:D009765	56616	0	0.0367439172514587
14964	MESH:D012559	313	0	0.03671623045386
19878	MESH:D001249	6506	0	0.0366871576328017
12015	MESH:D001249	6506	0	0.0366871576328017
20314	MESH:D013274	2897	0	0.03668309456185232
10159	MESH:D004827	8754	1	0.036682980997208514
15884	MESH:D005922	29	0	0.03666236610305311
7354	MESH:D012559	133482	1	0.03665819192763912
21634	MESH:D000740	10403	0	0.03665663352290712
13398	MESH:D029424	10454	0	0.036640652015404826
14801	MESH:D008545	2784	0	0.03661907959419389
11223	MESH:D003866	133	1	0.03660666622428252
18529	MESH:D001943	89782	0	0.03659822761649604
8809	MESH:D002532	64321	1	0.03656395746714308
15215	MESH:D008545	57698	0	0.036548745137626217
18736	MESH:D006973	51477	0	0.036542884553012966
17352	MESH:D000690	6367	0	0.03652322120714722
18982	MESH:D016584	9076	0	0.0365166065729282
6618	MESH:D012030	26027	1	0.03650041760814969
20774	MESH:D013953	4843	0	0.03649689416314137
18095	MESH:D013167	3756	0	0.03649564448535311
13018	MESH:D053713	90668	0	0.03649105335370484
9676	MESH:D005922	10874	1	0.03648378774197815
20226	MESH:D013274	2890	0	0.036472174917819435
18548	MESH:D013953	2178	0	0.03646306327982008
9604	MESH:D005922	8673	1	0.0364389679645356
10819	MESH:D001321	5294	1	0.036438255142463474
17797	MESH:D009765	3726	0	0.03640108260377329
448	MESH:D019337	10841	1	0.036390419497089786
12464	MESH:D013274	150	0	0.03637496614321303
6913	MESH:D001249	108	1	0.03634041327685995
19953	MESH:D007676	5770	0	0.03633767985863482
14025	MESH:D006258	222546	0	0.03632990510637829
12753	MESH:D006973	129080	0	0.036316892956505566
20153	MESH:D004938	6635	0	0.03631470353194518
9648	MESH:D005922	10112	1	0.03631109053357626
11614	MESH:D000740	2188	1	0.03630393581463608
20765	MESH:D011085	135154	0	0.03629886655411258
10037	MESH:D004827	4282	1	0.03626721850477671
4966	MESH:D003924	94241	1	0.036266945497857216
12172	MESH:D005901	4656	0	0.03625237315103372
15775	MESH:D010195	1030	0	0.036201918613912636
20320	MESH:D003922	240	0	0.03619361431303472
17531	MESH:D011471	51272	0	0.036167098564789696
21866	MESH:D005922	4137	0	0.03615083071543758
16044	MESH:D011471	210	0	0.03614526567774845
9588	MESH:D005922	7803	1	0.03613772142433418
8455	MESH:D006973	4609	1	0.036131917670622966
8459	MESH:D006973	4654	1	0.036121343813462416
12539	MESH:D003922	6999	0	0.036112759693633215
17569	MESH:D009765	6185	0	0.03609910951856536
3644	MESH:D006258	540	1	0.03607298895278325
17448	MESH:D006973	760	0	0.036030951247738696
12324	MESH:D006973	760	0	0.036030951247738696
4426	MESH:D001650	55711	1	0.03600741111264739
14077	MESH:D003922	1033	0	0.036003585635760185
19233	MESH:D004827	7030	0	0.03599917939943907
10243	MESH:D004827	81570	1	0.03599516784134004
6637	MESH:D012030	84146	1	0.03597837454768047
16807	MESH:D004827	148867	0	0.035918186949487445
3051	MESH:D013274	2286	1	0.035895895435582914
12376	MESH:D001932	477	0	0.03587609470730206
12073	MESH:D009103	27102	0	0.03586513037532594
16808	MESH:D011471	334	0	0.035852106314179115
9036	MESH:D000690	100506742	1	0.03584753582716372
6755	MESH:D014820	10766	1	0.03582373886705745
9930	MESH:D004827	1232	1	0.035759139544957665
1800	MESH:D001943	56942	1	0.035758748394052554
19856	MESH:D008268	2524	0	0.03575135438432957
17522	MESH:D013736	6529	0	0.035738009715594224
18300	MESH:D011471	83992	0	0.03570552259944619
17972	MESH:D000544	80323	0	0.035685995989425665
16692	MESH:D019337	5021	0	0.03568507106229523
17303	MESH:D006509	54928	0	0.035666774045792035
7941	MESH:D001714	56890	1	0.03566362460977292
20413	MESH:D012878	79837	0	0.0356621803554049
18170	MESH:D003866	3713	0	0.03563882134010034
16673	MESH:D053040	2353	0	0.03563624556623216
15554	MESH:D001714	140885	0	0.035617330973847186
21779	MESH:D000740	412	0	0.03561173175292775
15728	MESH:D050197	2767	0	0.03560584251697832
14947	MESH:D024821	240	0	0.03558791929342008
11488	MESH:D019955	114905	1	0.03557840440285305
14763	MESH:D009765	3676	0	0.035522020899578635
17784	MESH:D004827	5224	0	0.035516249216561685
17102	MESH:D001172	84364	0	0.035495211932475554
9446	MESH:D005922	2123	1	0.0354820769185285
15782	MESH:D005923	199699	0	0.035460055933415335
902	MESH:D010190	1840	1	0.035424920148937056
20827	MESH:D006973	5081	0	0.035419291271424534
16795	MESH:D000690	222643	0	0.0353805834591557
14322	MESH:D014594	4790	0	0.035380436758492666
13049	MESH:D011471	19	0	0.03537998042108534
13354	MESH:D011471	19	0	0.03537998042108534
3749	MESH:D005134	6170	1	0.03537885301244796
13589	MESH:D017544	1233	0	0.035278713475255394
21888	MESH:D005922	1746	0	0.035273143876184514
10518	MESH:D007676	5742	1	0.035213315994449434
19167	MESH:D019337	1128	0	0.03520760413177898
14616	MESH:D017202	6569	0	0.03520474341470629
11045	MESH:D015209	2806	1	0.035194019622719674
3337	MESH:D001749	5447	1	0.035158817600707354
18092	MESH:D001932	624	0	0.03514746362300558
12453	MESH:D009765	4601	0	0.03512273842765032
21406	MESH:D005922	3845	0	0.03507698291957762
19798	MESH:D001943	57142	0	0.03506541615006376
18404	MESH:D014820	5348	0	0.03506114771566162
19797	MESH:D005134	2100	0	0.03504613200105193
4312	MESH:D008545	221294	1	0.03502366832092926
8802	MESH:D002532	5932	1	0.03501829773912785
21483	MESH:D006973	441168	0	0.03497784599781735
3950	MESH:D009217	84964	1	0.03497031509346248
21183	MESH:D005922	376497	0	0.03496448538528035
4219	MESH:D008545	9317	1	0.03496125967530648
14483	MESH:D000544	7544	0	0.034916968446896936
18097	MESH:D013120	282617	0	0.0349117572323882
10066	MESH:D004827	5211	1	0.03487426619415534
11013	MESH:D015210	593	1	0.034853857985098616
15427	MESH:D050197	1670	0	0.034852618680712016
6575	MESH:D012030	2313	1	0.0348176837381678
17022	MESH:D001172	55193	0	0.03481619308290037
4557	MESH:D003424	255189	1	0.034808289491513135
12158	MESH:D010051	353143	0	0.034799993801141856
9581	MESH:D005922	7357	1	0.034771644550540465
15293	MESH:D006973	864	0	0.034761653051560364
20675	MESH:D006973	864	0	0.034761653051560364
6775	MESH:D008268	948	1	0.0347279305312978
4541	MESH:D003424	80762	1	0.034722721842107125
10078	MESH:D004827	5507	1	0.03470758377680785
20439	MESH:D017202	3350	0	0.034706697373905915
13731	MESH:D007676	54407	0	0.03469694251091525
22077	MESH:D005922	590	0	0.03469435403475246
9021	MESH:D000690	79783	1	0.03467105573069575
22140	MESH:D005922	63827	0	0.03464630855076006
21614	MESH:D001859	965	0	0.034627064597534285
17751	MESH:D005922	2806	0	0.034624984275521124
8068	MESH:D011085	5862	1	0.03457334303484154
8616	MESH:D006973	10052	1	0.034519443148440174
14548	MESH:D009765	4143	0	0.03449353811298134
19825	MESH:D005901	4353	0	0.034462384836361715
16728	MESH:D017202	7869	0	0.03444963385179062
12313	MESH:D012878	2590	0	0.03440690455035718
19569	MESH:D000740	783	0	0.0343889816680836
11542	MESH:D003731	10404	1	0.034387966186089074
11240	MESH:D003866	3699	1	0.034357967379069834
20345	MESH:D004827	718	0	0.0343343594175884
18438	MESH:D019337	6532	0	0.03429918970019366
21087	MESH:D001249	131	0	0.034266680681791235
9490	MESH:D005922	3976	1	0.03424785820454928
9689	MESH:D005922	11326	1	0.03422677856263828
3591	MESH:D008113	9317	1	0.034220647534642344
17582	MESH:D008180	84441	0	0.034185073756358965
18090	MESH:D017202	9085	0	0.03416977759763617
11625	MESH:D000740	2806	1	0.03414962868543852
11694	MESH:D000740	6154	1	0.03413918529040323
8680	MESH:D012595	388	1	0.0341176728729592
6649	MESH:D012030	388336	1	0.03410489908467379
8155	MESH:D011085	84376	1	0.03409529900956633
17182	MESH:D005910	24	0	0.03408028056578428
18744	MESH:D005901	64747	0	0.03403971784162689
15654	MESH:D017544	1843	0	0.034034050425775
16960	MESH:D004827	11213	0	0.03398432983991373
14460	MESH:D005922	156	0	0.03397600078601401
21108	MESH:D004827	4829	0	0.033941597284582535
19652	MESH:D003876	526	0	0.0339096852289037
19521	MESH:D003924	2315	0	0.0338901184830615
16198	MESH:D007676	3187	0	0.033880004875118636
17010	MESH:D024821	3676	0	0.03386914712606053
9289	MESH:D010024	5019	1	0.033867739857154584
13307	MESH:D003876	1008	0	0.0338625123028081
21703	MESH:D009765	9787	0	0.033849033783143294
8808	MESH:D002532	54805	1	0.033842478447783014
21027	MESH:D005922	738	0	0.03381344049621017
12880	MESH:D000740	5321	0	0.0338082639774036
14418	MESH:D002971	8631	0	0.03380426017614405
18241	MESH:D004827	79924	0	0.033803170929282166
16156	MESH:D006973	5341	0	0.033778588226168874
21651	MESH:D011085	26151	0	0.03373780762486544
2099	MESH:D014594	10772	1	0.03373416271172668
21716	MESH:D005901	2950	0	0.033732449447562395
4594	MESH:D009103	3087	1	0.03371284976047372
9710	MESH:D005922	24137	1	0.033675119096253016
4710	MESH:D003924	15	1	0.03366255534619335
16162	MESH:D000740	3714	0	0.03366238496635696
10151	MESH:D004827	7534	1	0.03365216870345551
2451	MESH:D011471	250	1	0.03364416683666312
18401	MESH:D006973	1605	0	0.03363551265496977
3199	MESH:D013274	9277	1	0.033615219197311516
15791	MESH:D017202	350	0	0.03360786746665232
21785	MESH:D005922	29128	0	0.033596068808031496
13078	MESH:D009765	57599	0	0.03355313103465978
12426	MESH:D008881	389015	0	0.033547053253620486
19888	MESH:D001714	2820	0	0.03351924243359858
11020	MESH:D015210	5634	1	0.03349689422552759
4335	MESH:D013736	6793	1	0.03348771387645493
9673	MESH:D005922	10659	1	0.033436647093093116
14360	MESH:D008113	23274	0	0.03341979176103205
16551	MESH:D017202	55503	0	0.03341170653508644
4311	MESH:D008545	221079	1	0.03339724194903517
12159	MESH:D017202	23025	0	0.033391949123862015
20261	MESH:D005901	4688	0	0.033388034631648925
20241	MESH:D000740	8912	0	0.03338760528984612
5744	MESH:D017202	4323	1	0.033380630521242384
11041	MESH:D015209	251	1	0.03337995921713218
8851	MESH:D005901	4054	1	0.03337184509402432
14326	MESH:D017544	2950	0	0.033340399506518764
820	MESH:D007680	9669	1	0.03331644428039692
12738	MESH:D012030	5313	0	0.03329247729832235
18057	MESH:D009765	11127	0	0.03328987913729473
17008	MESH:D003424	865	0	0.03327043675768592
21424	MESH:D001650	286	0	0.03324278288703288
9933	MESH:D004827	1237	1	0.033240091473751066
21289	MESH:D003866	1410	0	0.03322929537241855
19936	MESH:D000740	623	0	0.03321797526639078
13485	MESH:D008268	27120	0	0.033197032191492185
21790	MESH:D017544	923	0	0.0331830622295285
17041	MESH:D000740	3635	0	0.033176187945382705
6795	MESH:D008268	5978	1	0.033105229911431173
14960	MESH:D005922	79657	0	0.033054573939471595
12759	MESH:D001321	3576	0	0.033023544639970745
14983	MESH:D008180	221120	0	0.033022344882706584
11570	MESH:D000740	727	1	0.033013070310819084
22031	MESH:D017202	80233	0	0.03300869003622964
13907	MESH:D001321	1200	0	0.03297613047310955
13153	MESH:D001714	6916	0	0.032971788925392466
14850	MESH:D001249	3363	0	0.032954683369850184
3989	MESH:D008545	402	1	0.03293383406498448
12233	MESH:D004827	1512	0	0.03293084990386337
11763	MESH:D000740	51700	1	0.032891369733110236
5879	MESH:D017202	7879	1	0.03287174504267519
21882	MESH:D001714	3346	0	0.03286700556191363
15449	MESH:D001172	84660	0	0.032828085921732045
15435	MESH:D009217	4128	0	0.03272344963036167
17664	MESH:D004827	941	0	0.032714780647999084
13775	MESH:D004827	941	0	0.032714780647999084
20395	MESH:D012468	3363	0	0.03270394896796236
1699	MESH:D001943	8347	1	0.03269191477804129
345	MESH:D019337	6668	1	0.03267365845212507
21509	MESH:D005134	5771	0	0.032669319542997274
21186	MESH:D017202	7297	0	0.032663910478051845
12187	MESH:D000163	9705	0	0.03263278148323882
19084	MESH:D007680	79039	0	0.032606381670215824
9766	MESH:D005922	55247	1	0.032598921057131115
18980	MESH:D012878	55	0	0.032585290247396856
19002	MESH:D003924	1380	0	0.032583588725867696
15917	MESH:D004827	10861	0	0.03257664129528475
8921	MESH:D005901	284359	1	0.032542927219119784
2963	MESH:D011471	136991	1	0.0325094279060181
14576	MESH:D005134	5610	0	0.0324772180641938
19354	MESH:D003876	539	0	0.032414375622479424
22257	MESH:D005922	23262	0	0.03236948308364327
9874	MESH:D004827	150	1	0.03236145568333209
21602	MESH:D016640	1528	0	0.03236046189759525
4309	MESH:D008545	220929	1	0.032287989086306264
4295	MESH:D008545	83638	1	0.03220313395208085
12992	MESH:D017544	9881	0	0.032201920192319496
18862	MESH:D000690	153	0	0.03217690613638837
10501	MESH:D007676	4842	1	0.03215358589931809
11203	MESH:D005879	51133	1	0.03213770947926068
21340	MESH:D003110	25970	0	0.032137434145167745
9242	MESH:D010024	111	1	0.03206652230685293
15949	MESH:D050197	10717	0	0.03206212242644565
17251	MESH:D004827	1535	0	0.03200317333339879
20285	MESH:D004827	1535	0	0.03200317333339879
21675	MESH:D002971	4780	0	0.03199304177332505
18868	MESH:D006973	6540	0	0.03199027785229943
21925	MESH:D003876	389058	0	0.031984073056070525
16283	MESH:D017202	10097	0	0.031975493496312346
4643	MESH:D009103	5734	1	0.03195203114735033
6662	MESH:D008105	954	1	0.03190969422515981
12924	MESH:D013274	10589	0	0.03190863981035272
20048	MESH:D005134	5027	0	0.03189121758853193
19579	MESH:D000740	11284	0	0.03186010738254833
16921	MESH:D004827	57511	0	0.0318590672742853
8916	MESH:D005901	154467	1	0.031846618507829015
17963	MESH:D005922	7122	0	0.031844878472658496
21068	MESH:D013167	64778	0	0.03184215466649164
12603	MESH:D003876	2982	0	0.0318319327473485
11054	MESH:D009290	1120	1	0.03183063137967015
17504	MESH:D003922	8028	0	0.03177223063640714
11760	MESH:D000740	51251	1	0.031749262097191575
13562	MESH:D001714	200315	0	0.03172825901927825
6150	MESH:D009765	4688	1	0.03172057514797307
17596	MESH:D017202	5241	0	0.03170094183590212
20564	MESH:D008268	3570	0	0.031694655580336316
17077	MESH:D003866	652968	0	0.03168789286687817
13278	MESH:D006973	51741	0	0.031686464558347116
11957	MESH:D003924	727	0	0.031681500057877295
8807	MESH:D002532	8639	1	0.031666110027846084
9037	MESH:D012148	1775	1	0.03159730999983452
17726	MESH:D013274	161424	0	0.03158243629457345
18923	MESH:D050197	1185	0	0.031572574459338434
19004	MESH:D010300	5970	0	0.031527971396100696
11263	MESH:D010195	251	1	0.03150980157087888
12779	MESH:D005922	2195	0	0.031439787721723116
1099	MESH:D001859	2314	1	0.03143168836427132
6005	MESH:D009765	582	1	0.03142356160379398
12808	MESH:D007676	7372	0	0.03140605156930665
6612	MESH:D012030	10265	1	0.0314009361303959
20367	MESH:D001749	3931	0	0.031393391070010435
15796	MESH:D003093	11236	0	0.031389967421610245
16745	MESH:D001859	3308	0	0.031381708683507765
21695	MESH:D010518	23201	0	0.03135977637085865
12222	MESH:D012030	7422	0	0.03134216441416533
13855	MESH:D012030	6533	0	0.031318373846875726
18929	MESH:D005922	440387	0	0.03130679567595061
3613	MESH:D008113	79039	1	0.031289684817413566
3412	MESH:D010524	4004	1	0.03128830314288099
16422	MESH:D014594	4625	0	0.03126380478875165
9746	MESH:D005922	51727	1	0.031242297712545962
13747	MESH:D017202	4609	0	0.031227823736561917
8164	MESH:D011085	114822	1	0.03121317574445004
14004	MESH:D001650	349565	0	0.03117342072251408
14361	MESH:D019955	1026	0	0.031169488584658362
6648	MESH:D012030	348180	1	0.031126297068111305
13462	MESH:D010524	3123	0	0.031124618597890164
16428	MESH:D004827	960	0	0.031118328222012524
18392	MESH:D008268	249	0	0.03111333588580639
18724	MESH:D001714	148867	0	0.031095606279814468
15353	MESH:D017202	3925	0	0.031084403205304707
13047	MESH:D001471	8936	0	0.03107369625529478
7337	MESH:D012559	57688	1	0.031048830590735182
9723	MESH:D005922	29028	1	0.031030654055707232
5792	MESH:D017202	5443	1	0.030978551633670443
21345	MESH:D000690	11339	0	0.03092732952721728
20356	MESH:D008268	4067	0	0.030916421711976012
14939	MESH:D015535	1000	0	0.030908555256884743
4484	MESH:D003424	6400	1	0.03090321903443984
16838	MESH:D000740	7345	0	0.030865818389479726
14328	MESH:D006973	2897	0	0.03085315324323655
16366	MESH:D017202	5744	0	0.03085233692145883
14101	MESH:D009765	9154	0	0.03078303045887563
9035	MESH:D000690	643847	1	0.030749701184354505
20102	MESH:D005922	4255	0	0.03073175115797943
6645	MESH:D012030	222546	1	0.03073006703977411
14136	MESH:D009765	7167	0	0.030680952710630257
22255	MESH:D001650	9899	0	0.030677205734126224
20372	MESH:D017202	27324	0	0.030673211816608183
19049	MESH:D001650	954	0	0.030664965937291736
9579	MESH:D005922	7351	1	0.030644830292620183
6922	MESH:D001249	241	1	0.030641059163451508
4542	MESH:D003424	84619	1	0.030619679132907876
12035	MESH:D014594	308	0	0.030614009454658687
13826	MESH:D053040	5537	0	0.030605545668150092
14528	MESH:D001321	11262	0	0.030580408513655826
6574	MESH:D012030	1833	1	0.030573028257966293
21943	MESH:D009217	335	0	0.030568418496676582
17004	MESH:D002311	6257	0	0.03055188265960473
6564	MESH:D012030	1075	1	0.030537502326433295
2931	MESH:D011471	59084	1	0.030508039648902457
20757	MESH:D008288	5142	0	0.03049373637338632
10525	MESH:D007676	6540	1	0.030463308378470395
19952	MESH:D009373	5741	0	0.030458110195998787
16777	MESH:D001528	3756	0	0.03045052891538554
11998	MESH:D010051	585	0	0.030446371084534882
